User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:34Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),InvalidParameterValueException,[],4686e21b-fba7-4754-a6f7-f050f32b25aa,748a0575-f7bf-4f36-b961-e81199067334,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:34Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),InvalidParameterValueException,[],19e93bea-4b49-4db8-932c-38d4996e03a3,c5b56d23-9375-4b85-a1e1-adfe0c662d67,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:34Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::584851961681:policy/lambda_logging""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",89a7732e-40e0-44fa-8ff9-a5d29673a9dc,ef360982-e9d1-4912-9951-f0fc0d6fb249,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:32Z,iam.amazonaws.com,CreatePolicy,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""lambda_logging""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::584851961681:policy/lambda_logging""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPAYQK7EW5I3RJC7Z7J7""}]",39fe6f8a-3ac3-49a1-835e-edcde6e8898b,09b87c00-5239-4501-ae65-6aa92f3f49a6,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:32Z,ec2.amazonaws.com,CreateVpc,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-01bc93ca577beea20""}]",417981c2-bb19-4ec7-b05c-3cc790305ed9,506aaca0-c13c-4777-85e0-d87f50d69953,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:32Z,iam.amazonaws.com,CreateRole,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROAYQK7EW5I7DJFNMCKA""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::584851961681:role/iam_for_lambda""}]",e13d112f-bb22-4b0b-a4df-65fd40da6335,d344e270-4934-4522-89fe-cd22e5cc0f51,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T06:23:31Z,ec2.amazonaws.com,TerminateInstances,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-01907a7f143be3bf8""}]",5af4e8eb-e179-43d0-b6be-c1e40a93d8fb,2562edde-d886-446c-8425-3d70529a3b22,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T06:23:31Z,ec2.amazonaws.com,TerminateInstances,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0d84df6e3e52f7814""}]",2fa6a453-2229-49bc-9396-0e4770287379,3496c5ce-fd85-4cf7-aba8-a32807560f25,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T06:23:31Z,ec2.amazonaws.com,TerminateInstances,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0981cf6952818d432""}]",e3c577b7-2e54-4c1e-a41a-464157799f1e,5b5ea285-0ffe-4536-9aec-1a5ee9c4e503,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T06:23:31Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-01907a7f143be3bf8""}]",95732623-815a-42d4-946a-0c352cd71442,711a889d-53c1-4612-9a5a-faecdb049879,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T06:23:31Z,ec2.amazonaws.com,TerminateInstances,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-01e85a2b715a186c6""}]",e9054a65-adba-4e46-88ba-4bf74848c510,7eb96aef-edf7-4b90-8973-3bc8fa172297,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T06:23:31Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0d84df6e3e52f7814""}]",49ea7005-9d82-4242-8a9a-f6f96d078c94,9284c0f2-0e1d-4f5c-894a-18180454c207,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T06:23:31Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-01e85a2b715a186c6""}]",34c94a32-05af-4fc4-9f15-3c58c5e4c26c,c3df63d6-60ae-4bed-8380-fe389cddf8fa,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T06:23:31Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0981cf6952818d432""}]",e225be18-6df5-40d7-8074-2c670c5a89b5,fd868df0-8865-49fa-a02c-5b83a42015a1,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T05:32:16Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-07aa1afefceba8484""}]",b1c138de-8922-4982-bbb8-d459580a318a,14327200-c3ce-4e46-bd68-d2f0171240fb,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T05:32:16Z,ec2.amazonaws.com,TerminateInstances,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0e778996e54e2ae1e""}]",4363ff93-0bf2-4479-8bac-0f069942c1fa,4f52663d-690e-4427-ae34-d67c98dd2fa6,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T05:32:16Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0e778996e54e2ae1e""}]",3f1a25bf-04b5-4dcd-9518-25d974aa7f9a,53d5b305-64db-45ad-83af-083939859465,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T05:32:16Z,ec2.amazonaws.com,TerminateInstances,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-07aa1afefceba8484""}]",79ed36b5-4298-4c76-b683-94eada9e6782,9a7b8c27-5730-48fa-8431-e7f96116ca45,false,AwsApiCall,584851961681,Management
,,2022-12-24T05:17:40Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,us-east-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,1c8d0682-a672-4963-9eb5-6ef599bedde8,false,AwsServiceEvent,584851961681,Management
,,2022-12-24T05:17:40Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,us-east-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,6a9e7a59-3fd3-4184-8f32-47d25f330312,false,AwsServiceEvent,584851961681,Management
,,2022-12-24T05:17:40Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,us-east-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,7a173b61-1a89-41a0-9dc4-b2354b7dd89f,false,AwsServiceEvent,584851961681,Management
,,2022-12-24T05:17:38Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,us-east-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,ac446e57-8639-40c2-921d-9ce86450416b,false,AwsServiceEvent,584851961681,Management
,,2022-12-24T05:17:37Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,us-east-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,44114bcf-69f8-4082-ada0-6b260e044259,false,AwsServiceEvent,584851961681,Management
